coder,doi,aim,performance.type,group,variable,value,section,BLOC,existence,fulfillment
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Reducing risk of Contaminants,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Reducing Antibiotics used for Livestock,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Reducing Antibiotics used for Livestock,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Zoonosis Reductions,Introduction,,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Zoonosis Reductions,Introduction,,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Reducing risk of Contaminants,Introduction,,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Reducing risk of Contaminants,Introduction,,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Reducing Antibiotics used for Livestock,Introduction,,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Reducing Antibiotics used for Livestock,Introduction,,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Zoonosis Reductions,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Zoonosis Reductions,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Reducing risk of Contaminants,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Reducing risk of Contaminants,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Reducing Antibiotics used for Livestock,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,2,Food.safety,Reducing Antibiotics used for Livestock,Introduction,Opportunity,1,0.5
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,develop.or.adopt,Adoption,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,adoption.category,Public Distrust,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,0.5,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,The way it is Framed,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Unnatural perceptions,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,3,distrust.sources,Disgust reactions,Introduction,Barrier,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,Opportunity,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,Opportunity,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,Opportu,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,Opportu,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,Opportunity,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,Opportunity,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,Opportu,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,opportunity.type,the Environment,Introduction,Opportu,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,Opportunity,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,Opportunity,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,Opportunity,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,Opportunity,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,Opportunity,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,Opportunity,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,Opportu,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,Opportu,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,Opportu,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,Opportu,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,Opportu,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,Opportu,1,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,Opportunity,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,Opportunity,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,Opportunity,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,Opportunity,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,Opportunity,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,Opportunity,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,Opportu,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Excessive Fresh Water Use,Introduction,Opportu,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,Opportu,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Land Use or Land Change,Introduction,Opportu,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,Opportu,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,4,env.opps,Biodiversity Impacts,Introduction,Opportu,0.5,1
Chris,10.1038/s41538-022-00172-0,Acceptance,,5,opportunity.type,Humans,Introduction,Opportunity,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,5,opportunity.type,Humans,Discussion,Opportunity,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,5,opportunity.type,Humans,Introduction,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,5,opportunity.type,Humans,Discussion,,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,5,opportunity.type,Humans,Introduction,Opportu,1,NA
Chris,10.1038/s41538-022-00172-0,Acceptance,,5,opportunity.type,Humans,Discussion,Opportu,1,NA
